user_id,hour,login_count,total_logins,first_login,last_login,anomaly,is_anomaly
user2,21,9,231,2025-09-14 23:42:56.971675,2025-09-21 21:53:56.977701,1,False
user2,22,11,231,2025-09-14 23:42:56.971675,2025-09-21 21:53:56.977701,1,False
user2,23,12,231,2025-09-14 23:42:56.971675,2025-09-21 21:53:56.977701,1,False
user3,0,11,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,1,9,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,2,14,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,3,10,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,4,9,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,5,14,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,6,12,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,7,10,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,8,11,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,9,14,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,10,9,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,11,10,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,12,5,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,13,16,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,14,12,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,15,12,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,16,16,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,17,4,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,-1,True
user3,18,11,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,19,12,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,20,15,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,21,8,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,22,11,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user3,23,11,266,2025-09-14 23:41:56.972242,2025-09-21 22:20:56.974573,1,False
user4,0,14,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,1,9,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,2,10,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,3,13,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,4,10,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,5,21,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,-1,True
user4,6,8,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,7,7,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,8,9,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,9,13,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,10,6,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,11,10,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,12,10,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,13,6,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,14,12,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,15,9,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,16,12,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,17,14,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,18,10,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,19,10,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,20,9,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,21,16,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,22,5,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,1,False
user4,23,4,247,2025-09-15 01:48:56.976638,2025-09-21 21:36:56.972321,-1,True
