user_id,timestamp,device_id,action
user3,2025-09-18 21:36:43.606004,USB1,insert
user4,2025-09-21 12:22:43.606010,USB3,remove
user3,2025-09-15 20:25:43.606017,USB3,insert
user3,2025-09-16 09:58:43.606023,USB1,insert
user1,2025-09-16 13:05:43.606030,USB3,insert
user3,2025-09-16 02:08:43.606036,USB2,remove
user3,2025-09-20 10:50:43.606043,USB3,insert
user4,2025-09-19 09:43:43.606049,USB2,remove
user1,2025-09-19 18:34:43.606055,USB1,remove
user2,2025-09-21 02:56:43.606061,USB2,remove
user4,2025-09-19 22:41:43.606068,USB2,remove
user1,2025-09-17 14:02:43.606074,USB3,remove
user2,2025-09-16 07:27:43.606080,USB1,remove
user2,2025-09-20 19:15:43.606087,USB2,insert
user2,2025-09-20 21:06:43.606093,USB2,insert
user2,2025-09-19 03:08:43.606100,USB1,remove
user3,2025-09-15 04:38:43.606106,USB2,remove
user1,2025-09-16 05:29:43.606112,USB2,remove
user1,2025-09-17 09:39:43.606119,USB1,remove
user4,2025-09-16 04:10:43.606125,USB2,remove
user3,2025-09-20 23:19:43.606132,USB3,remove
user1,2025-09-19 08:45:43.606139,USB1,remove
user3,2025-09-18 19:21:43.606145,USB3,remove
user3,2025-09-20 18:18:43.606151,USB3,remove
user2,2025-09-17 20:29:43.606158,USB3,remove
user4,2025-09-19 11:44:43.606164,USB2,insert
user3,2025-09-16 21:17:43.606174,USB1,remove
user2,2025-09-15 21:58:43.606181,USB3,insert
user4,2025-09-21 18:28:43.606187,USB1,insert
user4,2025-09-19 05:47:43.606193,USB1,remove
user2,2025-09-18 22:15:43.606199,USB3,remove
user4,2025-09-16 17:36:43.606204,USB1,remove
user1,2025-09-15 15:01:43.606210,USB3,insert
user2,2025-09-20 04:13:43.606216,USB1,remove
user4,2025-09-16 15:29:43.606220,USB2,insert
user2,2025-09-21 00:19:43.606224,USB2,remove
user2,2025-09-18 00:23:43.606228,USB1,remove
user3,2025-09-16 04:39:43.606232,USB2,insert
user2,2025-09-17 02:43:43.606236,USB3,remove
user3,2025-09-20 21:09:43.606240,USB3,remove
user3,2025-09-17 20:50:43.606244,USB2,insert
user1,2025-09-21 04:20:43.606248,USB3,remove
user2,2025-09-18 14:43:43.606252,USB3,remove
user1,2025-09-20 08:36:43.606256,USB1,insert
user4,2025-09-17 05:54:43.606260,USB3,insert
user2,2025-09-15 18:59:43.606264,USB1,remove
user4,2025-09-19 07:56:43.606268,USB1,remove
user2,2025-09-18 10:42:43.606272,USB3,insert
user4,2025-09-17 20:53:43.606277,USB3,insert
user1,2025-09-18 07:02:43.606281,USB2,remove
user2,2025-09-16 14:41:43.606285,USB2,remove
user2,2025-09-19 02:27:43.606290,USB3,insert
user3,2025-09-17 13:01:43.606294,USB1,remove
user3,2025-09-16 14:30:43.606298,USB3,remove
user2,2025-09-20 12:37:43.606303,USB2,insert
user2,2025-09-18 06:44:43.606307,USB3,insert
user2,2025-09-18 08:01:43.606311,USB2,insert
user1,2025-09-20 10:14:43.606316,USB2,remove
user2,2025-09-19 22:21:43.606320,USB2,remove
user2,2025-09-16 06:18:43.606324,USB2,insert
user4,2025-09-18 06:00:43.606328,USB2,insert
user4,2025-09-21 05:52:43.606332,USB2,insert
user1,2025-09-18 11:07:43.606338,USB2,remove
user3,2025-09-19 04:50:43.606343,USB3,remove
user3,2025-09-15 19:03:43.606347,USB1,insert
user3,2025-09-17 00:45:43.606351,USB1,remove
user1,2025-09-15 21:09:43.606355,USB2,remove
user2,2025-09-15 18:11:43.606359,USB3,remove
user4,2025-09-21 15:38:43.606363,USB2,remove
user3,2025-09-17 02:33:43.606367,USB3,insert
user2,2025-09-15 06:38:43.606371,USB3,insert
user4,2025-09-20 18:03:43.606375,USB3,remove
user4,2025-09-21 11:34:43.606379,USB1,insert
user2,2025-09-19 08:17:43.606384,USB3,remove
user2,2025-09-17 01:39:43.606388,USB3,remove
user4,2025-09-20 05:10:43.606392,USB2,remove
user1,2025-09-15 13:34:43.606407,USB1,insert
user3,2025-09-17 14:20:43.606411,USB2,remove
user2,2025-09-17 19:18:43.606415,USB3,insert
user4,2025-09-15 04:57:43.606419,USB3,remove
user4,2025-09-19 17:24:43.606423,USB1,insert
user1,2025-09-20 09:28:43.606427,USB3,remove
user3,2025-09-16 03:58:43.606431,USB2,remove
user4,2025-09-15 13:06:43.606437,USB2,insert
user4,2025-09-15 05:32:43.606441,USB1,remove
user4,2025-09-15 09:03:43.606445,USB2,insert
user1,2025-09-17 01:54:43.606449,USB1,remove
user2,2025-09-16 22:30:43.606453,USB2,remove
user2,2025-09-17 16:31:43.606457,USB3,remove
user2,2025-09-18 04:44:43.606461,USB3,remove
user4,2025-09-21 04:33:43.606465,USB2,remove
user3,2025-09-17 04:21:43.606470,USB2,remove
user2,2025-09-21 08:12:43.606474,USB1,insert
user3,2025-09-20 16:25:43.606478,USB2,insert
user2,2025-09-16 00:30:43.606482,USB1,remove
user2,2025-09-17 16:52:43.606486,USB2,insert
user4,2025-09-20 17:58:43.606490,USB1,insert
user3,2025-09-18 12:15:43.606494,USB3,insert
user3,2025-09-18 20:31:43.606498,USB1,insert
user4,2025-09-18 08:07:43.606503,USB2,remove
user2,2025-09-20 14:52:43.606507,USB1,insert
user2,2025-09-17 03:03:43.606511,USB3,insert
user4,2025-09-21 00:52:43.606516,USB3,remove
user4,2025-09-19 20:06:43.606520,USB2,insert
user1,2025-09-17 05:40:43.606524,USB1,insert
user1,2025-09-18 15:38:43.606528,USB1,remove
user2,2025-09-19 02:46:43.606533,USB1,insert
user2,2025-09-21 19:11:43.606537,USB1,remove
user2,2025-09-15 05:40:43.606541,USB2,remove
user3,2025-09-21 13:55:43.606545,USB1,remove
user3,2025-09-17 04:28:43.606549,USB3,remove
user2,2025-09-17 00:10:43.606553,USB3,remove
user3,2025-09-17 08:21:43.606557,USB2,insert
user4,2025-09-16 20:34:43.606562,USB1,remove
user1,2025-09-21 08:16:43.606566,USB1,remove
user2,2025-09-16 11:05:43.606570,USB1,remove
user1,2025-09-19 08:48:43.606573,USB1,insert
user1,2025-09-16 03:20:43.606577,USB1,remove
user2,2025-09-15 07:49:43.606581,USB2,insert
user3,2025-09-15 09:35:43.606585,USB3,insert
user4,2025-09-15 21:08:43.606589,USB2,remove
user4,2025-09-16 17:08:43.606593,USB1,insert
user3,2025-09-20 10:43:43.606598,USB1,insert
user4,2025-09-16 10:06:43.606602,USB1,remove
user4,2025-09-16 20:55:43.606606,USB2,remove
user3,2025-09-21 03:46:43.606610,USB3,remove
user3,2025-09-19 12:01:43.606614,USB1,insert
user1,2025-09-21 14:33:43.606618,USB2,insert
user3,2025-09-21 09:01:43.606623,USB2,remove
user2,2025-09-20 16:45:43.606627,USB1,remove
user3,2025-09-20 09:04:43.606631,USB2,remove
user1,2025-09-15 07:55:43.606635,USB3,remove
user3,2025-09-16 05:01:43.606639,USB3,remove
user4,2025-09-18 23:09:43.606643,USB2,remove
user2,2025-09-15 22:04:43.606647,USB3,remove
user1,2025-09-15 02:52:43.606651,USB1,remove
user1,2025-09-19 20:14:43.606655,USB2,insert
user2,2025-09-15 19:06:43.606659,USB2,remove
user4,2025-09-16 16:17:43.606663,USB1,remove
user4,2025-09-20 02:37:43.606667,USB3,remove
user4,2025-09-21 02:20:43.606671,USB1,remove
user3,2025-09-15 01:20:43.606676,USB2,remove
user1,2025-09-16 23:53:43.606680,USB1,remove
user4,2025-09-21 04:32:43.606684,USB3,insert
user4,2025-09-18 08:39:43.606688,USB3,remove
user1,2025-09-21 19:19:43.606692,USB2,insert
user2,2025-09-21 05:24:43.606698,USB3,insert
user4,2025-09-19 02:49:43.606704,USB1,insert
user2,2025-09-17 07:47:43.606708,USB2,insert
user4,2025-09-17 01:40:43.606712,USB1,insert
user4,2025-09-18 13:27:43.606716,USB2,insert
user2,2025-09-21 01:53:43.606720,USB2,insert
user3,2025-09-20 01:56:43.606724,USB1,insert
user1,2025-09-21 01:50:43.606728,USB3,remove
user2,2025-09-17 01:11:43.606732,USB2,remove
user2,2025-09-15 07:34:43.606736,USB1,remove
user3,2025-09-17 17:21:43.606741,USB1,insert
user4,2025-09-16 08:40:43.606745,USB1,remove
user2,2025-09-19 10:16:43.606749,USB2,remove
user1,2025-09-19 22:09:43.606753,USB2,insert
user4,2025-09-17 16:06:43.606757,USB3,remove
user2,2025-09-16 21:09:43.606761,USB2,insert
user3,2025-09-17 21:38:43.606766,USB1,remove
user1,2025-09-18 14:15:43.606770,USB2,insert
user2,2025-09-19 10:56:43.606774,USB2,remove
user3,2025-09-21 19:09:43.606778,USB2,insert
user2,2025-09-19 13:37:43.606782,USB1,remove
user4,2025-09-18 03:17:43.606786,USB1,remove
user4,2025-09-15 14:43:43.606790,USB3,insert
user1,2025-09-20 09:07:43.606794,USB3,remove
user4,2025-09-15 13:15:43.606798,USB3,insert
user3,2025-09-18 11:12:43.606802,USB2,insert
user1,2025-09-19 08:52:43.606806,USB2,remove
user3,2025-09-16 05:12:43.606810,USB2,insert
user2,2025-09-17 11:11:43.606814,USB2,insert
user2,2025-09-16 02:34:43.606818,USB3,insert
user3,2025-09-19 12:02:43.606822,USB1,remove
user1,2025-09-18 14:10:43.606826,USB1,insert
user2,2025-09-16 03:57:43.606830,USB3,remove
user4,2025-09-19 18:55:43.606834,USB1,insert
user1,2025-09-19 10:00:43.606838,USB2,insert
user2,2025-09-18 10:43:43.606843,USB3,remove
user3,2025-09-17 13:38:43.606846,USB1,insert
user2,2025-09-17 01:29:43.606850,USB1,remove
user3,2025-09-20 17:33:43.606854,USB1,insert
user4,2025-09-21 17:00:43.606858,USB2,remove
user1,2025-09-19 19:45:43.606863,USB1,insert
user2,2025-09-18 05:45:43.606867,USB2,remove
user2,2025-09-17 19:25:43.606871,USB1,remove
user4,2025-09-16 13:29:43.606875,USB2,remove
user1,2025-09-15 08:16:43.606878,USB1,insert
user3,2025-09-20 11:08:43.606882,USB1,insert
user2,2025-09-21 20:25:43.606887,USB2,remove
user4,2025-09-17 17:37:43.606891,USB1,insert
user4,2025-09-21 20:13:43.606896,USB3,remove
user1,2025-09-16 15:03:43.606901,USB2,remove
user2,2025-09-20 00:16:43.606906,USB1,insert
user2,2025-09-18 09:36:43.606910,USB2,remove
user3,2025-09-17 15:10:43.606913,USB3,insert
user3,2025-09-17 06:05:43.606918,USB2,insert
user2,2025-09-20 19:41:43.606922,USB2,remove
user3,2025-09-17 18:13:43.606926,USB1,insert
user2,2025-09-18 20:31:43.606930,USB2,remove
user4,2025-09-20 11:13:43.606934,USB3,remove
user2,2025-09-21 03:39:43.606938,USB3,remove
user2,2025-09-15 20:46:43.606942,USB3,remove
user1,2025-09-15 00:11:43.606946,USB3,insert
user4,2025-09-19 15:09:43.606950,USB1,insert
user1,2025-09-20 04:17:43.606954,USB2,remove
user2,2025-09-20 04:27:43.606958,USB2,remove
user4,2025-09-17 16:07:43.606962,USB1,insert
user3,2025-09-19 06:33:43.606967,USB1,remove
user3,2025-09-16 09:20:43.606971,USB3,insert
user4,2025-09-21 17:57:43.606975,USB3,remove
user2,2025-09-16 11:59:43.606979,USB3,remove
user2,2025-09-18 02:05:43.606983,USB2,remove
user2,2025-09-19 03:58:43.606987,USB1,remove
user4,2025-09-19 10:25:43.606991,USB3,remove
user2,2025-09-21 00:44:43.606995,USB1,remove
user1,2025-09-18 12:27:43.606999,USB1,remove
user1,2025-09-20 19:42:43.607003,USB2,insert
user4,2025-09-21 19:59:43.607007,USB2,insert
user2,2025-09-21 09:10:43.607011,USB3,remove
user2,2025-09-17 10:26:43.607015,USB1,insert
user1,2025-09-19 21:12:43.607020,USB1,insert
user1,2025-09-17 12:08:43.607024,USB1,insert
user4,2025-09-17 20:58:43.607028,USB3,insert
user2,2025-09-17 05:22:43.607032,USB1,remove
user1,2025-09-17 22:49:43.607036,USB1,remove
user1,2025-09-17 10:53:43.607040,USB1,remove
user4,2025-09-21 22:21:43.607045,USB3,insert
user3,2025-09-16 08:36:43.607049,USB3,insert
user1,2025-09-17 03:13:43.607052,USB2,remove
user4,2025-09-17 05:35:43.607057,USB1,insert
user1,2025-09-17 09:09:43.607061,USB3,remove
user2,2025-09-21 14:07:43.607065,USB2,insert
user3,2025-09-21 09:42:43.607069,USB2,insert
user1,2025-09-21 07:53:43.607073,USB2,remove
user2,2025-09-17 10:20:43.607077,USB3,remove
user2,2025-09-21 15:45:43.607081,USB3,remove
user4,2025-09-18 07:40:43.607085,USB3,insert
user1,2025-09-19 06:19:43.607089,USB1,insert
user2,2025-09-17 18:18:43.607093,USB2,remove
user2,2025-09-21 21:04:43.607097,USB2,remove
user1,2025-09-18 21:59:43.607101,USB3,insert
user4,2025-09-16 04:15:43.607105,USB1,remove
user1,2025-09-15 22:09:43.607109,USB1,insert
user4,2025-09-18 22:10:43.607113,USB2,remove
user4,2025-09-19 16:26:43.607118,USB2,remove
user4,2025-09-15 13:38:43.607122,USB1,remove
user4,2025-09-15 05:52:43.607128,USB3,remove
user1,2025-09-18 20:42:43.607131,USB1,remove
user4,2025-09-19 02:51:43.607136,USB2,insert
user1,2025-09-20 05:13:43.607140,USB3,insert
user1,2025-09-16 19:39:43.607144,USB2,insert
user2,2025-09-15 14:41:43.607150,USB3,insert
user1,2025-09-19 02:53:43.607153,USB1,remove
user3,2025-09-18 07:02:43.607158,USB2,remove
user4,2025-09-17 11:19:43.607162,USB1,remove
user4,2025-09-18 16:00:43.607165,USB3,insert
user2,2025-09-19 15:08:43.607169,USB1,remove
user3,2025-09-19 21:21:43.607173,USB1,insert
user1,2025-09-21 22:14:43.607177,USB2,remove
user3,2025-09-15 22:27:43.607181,USB2,remove
user2,2025-09-15 04:16:43.607185,USB2,insert
user4,2025-09-17 00:39:43.607189,USB3,insert
user2,2025-09-15 15:30:43.607193,USB3,remove
user1,2025-09-17 16:33:43.607197,USB1,insert
user3,2025-09-20 20:06:43.607201,USB1,remove
user4,2025-09-21 18:26:43.607205,USB3,insert
user1,2025-09-21 14:40:43.607209,USB2,remove
user3,2025-09-17 22:37:43.607213,USB3,remove
user3,2025-09-17 16:02:43.607217,USB2,insert
user2,2025-09-19 21:02:43.607222,USB1,remove
user3,2025-09-19 19:37:43.607226,USB3,remove
user2,2025-09-15 14:08:43.607230,USB2,remove
user4,2025-09-16 02:45:43.607234,USB1,insert
user2,2025-09-18 09:54:43.607238,USB3,insert
user2,2025-09-21 07:58:43.607242,USB2,insert
user1,2025-09-15 08:18:43.607247,USB2,insert
user1,2025-09-16 02:40:43.607251,USB1,remove
user1,2025-09-19 23:13:43.607255,USB2,insert
user1,2025-09-16 21:52:43.607258,USB2,remove
user2,2025-09-19 08:47:43.607263,USB2,remove
user3,2025-09-15 18:27:43.607266,USB2,remove
user1,2025-09-18 07:23:43.607270,USB1,remove
user3,2025-09-15 02:49:43.607274,USB2,remove
user2,2025-09-17 16:03:43.607280,USB1,remove
user1,2025-09-17 11:26:43.607284,USB2,remove
user1,2025-09-20 04:07:43.607288,USB1,remove
user3,2025-09-19 17:13:43.607292,USB1,remove
user2,2025-09-17 22:50:43.607296,USB1,insert
user1,2025-09-15 04:36:43.607301,USB2,remove
user4,2025-09-19 03:19:43.607307,USB2,insert
user4,2025-09-16 02:25:43.607313,USB3,remove
user3,2025-09-18 08:53:43.607319,USB1,remove
user1,2025-09-18 07:15:43.607325,USB3,remove
user4,2025-09-20 16:28:43.607330,USB1,insert
user3,2025-09-17 20:45:43.607335,USB2,insert
user1,2025-09-17 16:42:43.607341,USB2,insert
user3,2025-09-20 17:38:43.607346,USB1,insert
user2,2025-09-17 04:42:43.607351,USB3,insert
user2,2025-09-21 11:17:43.607357,USB3,remove
user3,2025-09-17 07:46:43.607364,USB3,remove
user2,2025-09-15 17:41:43.607371,USB3,insert
user2,2025-09-16 16:49:43.607378,USB3,remove
user3,2025-09-19 16:49:43.607384,USB2,remove
user4,2025-09-21 02:27:43.607391,USB2,insert
user2,2025-09-20 22:19:43.607398,USB1,insert
user1,2025-09-19 21:14:43.607405,USB2,insert
user1,2025-09-15 18:07:43.607412,USB2,remove
user4,2025-09-21 09:29:43.607418,USB3,remove
user1,2025-09-21 01:24:43.607424,USB2,remove
user1,2025-09-20 21:48:43.607431,USB1,remove
user1,2025-09-19 06:09:43.607440,USB3,insert
user1,2025-09-15 03:48:43.607447,USB2,remove
user3,2025-09-16 01:12:43.607453,USB3,remove
user3,2025-09-20 05:56:43.607459,USB2,insert
user4,2025-09-15 01:16:43.607466,USB3,insert
user3,2025-09-20 00:51:43.607476,USB3,remove
user4,2025-09-18 07:35:43.607482,USB3,insert
user3,2025-09-17 20:09:43.607488,USB1,remove
user3,2025-09-17 21:26:43.607495,USB2,insert
user1,2025-09-17 21:24:43.607501,USB2,remove
user2,2025-09-19 16:57:43.607507,USB3,remove
user4,2025-09-16 18:44:43.607515,USB3,remove
user2,2025-09-21 17:55:43.607521,USB3,remove
user4,2025-09-20 01:28:43.607529,USB1,insert
user2,2025-09-15 12:51:43.607534,USB3,remove
user4,2025-09-15 07:56:43.607540,USB3,remove
